"TIMESTAMP","RECORD","no_use","Curr_Sec_InSet","Curr_Sec_Sample","Valid_Sample_RMLogBins","LiveBin_1dC","LiveBin_2dC","LiveBin_3dC","LiveBin_4dC","LiveBin_5dC","LiveBin_6dC","LiveBin_7dC","LiveBin_8dC","LiveBin_9dC","LiveBin_10dC","LiveBin_11dC","LiveBin_12dC","LiveBin_13dC","LiveBin_14dC","LiveBin_15dC","LiveBin_16dC","LiveGreaterBin_16dC","LiveBin_1dN","LiveBin_2dN","LiveBin_3dN","LiveBin_4dN","LiveBin_5dN","LiveBin_6dN","LiveBin_7dN","LiveBin_8dN","LiveBin_9dN","LiveBin_10dN","LiveBin_11dN","LiveBin_12dN","LiveBin_13dN","LiveBin_14dN","LiveBin_15dN","LiveBin_16dN","LiveGreaterBin_16dN","LiveBin_1dNdD","LiveBin_2dNdD","LiveBin_3dNdD","LiveBin_4dNdD","LiveBin_5dNdD","LiveBin_6dNdD","LiveBin_7dNdD","LiveBin_8dNdD","LiveBin_9dNdD","LiveBin_10dNdD","LiveBin_11dNdD","LiveBin_12dNdD","LiveBin_13dNdD","LiveBin_14dNdD","LiveBin_15dNdD","LiveBin_16dNdD","LiveGreaterBin_16dNdD","LiveBin_1dNdlogD","LiveBin_2dNdlogD","LiveBin_3dNdlogD","LiveBin_4dNdlogD","LiveBin_5dNdlogD","LiveBin_6dNdlogD","LiveBin_7dNdlogD","LiveBin_8dNdlogD","LiveBin_9dNdlogD","LiveBin_10dNdlogD","LiveBin_11dNdlogD","LiveBin_12dNdlogD","LiveBin_13dNdlogD","LiveBin_14dNdlogD","LiveBin_15dNdlogD","LiveBin_16dNdlogD","LiveGreaterBin_16dNdlogD","LiveBin_1dM","LiveBin_2dM","LiveBin_3dM","LiveBin_4dM","LiveBin_5dM","LiveBin_6dM","LiveBin_7dM","LiveBin_8dM","LiveBin_9dM","LiveBin_10dM","LiveBin_11dM","LiveBin_12dM","LiveBin_13dM","LiveBin_14dM","LiveBin_15dM","LiveBin_16dM","LiveGreaterBin_16dM","LiveBin_1dMdD","LiveBin_2dMdD","LiveBin_3dMdD","LiveBin_4dMdD","LiveBin_5dMdD","LiveBin_6dMdD","LiveBin_7dMdD","LiveBin_8dMdD","LiveBin_9dMdD","LiveBin_10dMdD","LiveBin_11dMdD","LiveBin_12dMdD","LiveBin_13dMdD","LiveBin_14dMdD","LiveBin_15dMdD","LiveBin_16dMdD","LiveGreaterBin_16dMdD","LiveBin_1dMdlogD","LiveBin_2dMdlogD","LiveBin_3dMdlogD","LiveBin_4dMdlogD","LiveBin_5dMdlogD","LiveBin_6dMdlogD","LiveBin_7dMdlogD","LiveBin_8dMdlogD","LiveBin_9dMdlogD","LiveBin_10dMdlogD","LiveBin_11dMdlogD","LiveBin_12dMdlogD","LiveBin_13dMdlogD"
"403",2019-11-14 14:26:09,35583,NA,1218,0,1,517,79,18,8,3,4,2,1,4,1,0,0,0,0,0,0,0,31.02,4.74,1.08,0.48,0.18,0.24,0.12,0.06,0.24,0.06,0,0,0,0,0,0,0,419.189,52.088,10.286,4,1.636,1.2,0.4,0.15,0.686,0.133,0,0,0,0,0,0,0,323.967,50.116,12.214,5.785,2.802,2.477,1.053,0.515,2.952,0.696,0,0,0,0,0,0,0,0.629,0.185,0.079,0.063,0.039,0.093,0.097,0.108,0.836,0.374,0,0,0,0,0,0,0,8.502,2.037,0.754,0.528,0.356,0.464,0.324,0.27,2.387,0.83,0,0,0,0,0,0,0,6.57,1.96,0.895,0.764,0.61,0.957,0.853,0.926,10.277,4.334,0,0,0
"404",2019-11-14 14:26:10,35584,NA,1219,0,1,515,101,20,9,7,3,1,1,0,2,0,0,0,0,0,0,0,30.9,6.06,1.2,0.54,0.42,0.18,0.06,0.06,0,0.12,0,0,0,0,0,0,0,417.568,66.593,11.429,4.5,3.818,0.9,0.2,0.15,0,0.267,0,0,0,0,0,0,0,322.714,64.072,13.571,6.508,6.538,1.857,0.527,0.515,0,1.392,0,0,0,0,0,0,0,0.627,0.237,0.088,0.071,0.091,0.07,0.049,0.108,0,0.747,0,0,0,0,0,0,0,8.469,2.604,0.838,0.595,0.831,0.348,0.162,0.27,0,1.66,0,0,0,0,0,0,0,6.545,2.506,0.995,0.86,1.423,0.718,0.426,0.926,0,8.668,0,0,0
"405",2019-11-14 14:26:11,35585,NA,1220,0,1,525,88,19,9,3,1,1,2,3,2,0,0,0,0,0,0,0,31.5,5.28,1.14,0.54,0.18,0.06,0.06,0.12,0.18,0.12,0,0,0,0,0,0,0,425.676,58.022,10.857,4.5,1.636,0.3,0.2,0.3,0.514,0.267,0,0,0,0,0,0,0,328.981,55.825,12.893,6.508,2.802,0.619,0.527,1.03,2.214,1.392,0,0,0,0,0,0,0,0.639,0.206,0.084,0.071,0.039,0.023,0.049,0.216,0.627,0.747,0,0,0,0,0,0,0,8.633,2.269,0.796,0.595,0.356,0.116,0.162,0.54,1.79,1.66,0,0,0,0,0,0,0,6.672,2.183,0.945,0.86,0.61,0.239,0.426,1.853,7.708,8.668,0,0,0
"406",2019-11-14 14:26:12,35586,NA,1221,0,1,544,104,29,8,7,5,2,1,1,1,0,0,0,0,0,0,0,32.64,6.24,1.74,0.48,0.42,0.3,0.12,0.06,0.06,0.06,0,0,0,0,0,0,0,441.081,68.571,16.571,4,3.818,1.5,0.4,0.15,0.171,0.133,0,0,0,0,0,0,0,340.886,65.975,19.678,5.785,6.538,3.096,1.053,0.515,0.738,0.696,0,0,0,0,0,0,0,0.662,0.244,0.128,0.063,0.091,0.116,0.097,0.108,0.209,0.374,0,0,0,0,0,0,0,8.946,2.682,1.215,0.528,0.831,0.58,0.324,0.27,0.597,0.83,0,0,0,0,0,0,0,6.914,2.58,1.443,0.764,1.423,1.196,0.853,0.926,2.569,4.334,0,0,0
"407",2019-11-14 14:26:13,35587,NA,1222,0,1,526,97,22,8,6,4,2,5,3,0,0,0,0,0,0,0,0,31.56,5.82,1.32,0.48,0.36,0.24,0.12,0.3,0.18,0,0,0,0,0,0,0,0,426.487,63.956,12.571,4,3.273,1.2,0.4,0.75,0.514,0,0,0,0,0,0,0,0,329.607,61.534,14.928,5.785,5.604,2.477,1.053,2.575,2.214,0,0,0,0,0,0,0,0,0.64,0.228,0.097,0.063,0.078,0.093,0.097,0.54,0.627,0,0,0,0,0,0,0,0,8.65,2.501,0.922,0.528,0.712,0.464,0.324,1.349,1.79,0,0,0,0,0,0,0,0,6.685,2.407,1.094,0.764,1.22,0.957,0.853,4.631,7.708,0,0,0,0
"408",2019-11-14 14:26:14,35588,NA,1223,0,1,540,103,24,5,6,5,0,1,1,0,0,0,0,0,0,0,0,32.4,6.18,1.44,0.3,0.36,0.3,0,0.06,0.06,0,0,0,0,0,0,0,0,437.838,67.912,13.714,2.5,3.273,1.5,0,0.15,0.171,0,0,0,0,0,0,0,0,338.38,65.341,16.286,3.616,5.604,3.096,0,0.515,0.738,0,0,0,0,0,0,0,0,0.657,0.242,0.106,0.04,0.078,0.116,0,0.108,0.209,0,0,0,0,0,0,0,0,8.88,2.656,1.005,0.33,0.712,0.58,0,0.27,0.597,0,0,0,0,0,0,0,0,6.863,2.555,1.194,0.478,1.22,1.196,0,0.926,2.569,0,0,0,0
"409",2019-11-14 14:26:15,35589,NA,1224,0,1,533,111,26,5,1,5,1,1,4,0,0,0,0,0,0,0,0,31.98,6.66,1.56,0.3,0.06,0.3,0.06,0.06,0.24,0,0,0,0,0,0,0,0,432.162,73.187,14.857,2.5,0.545,1.5,0.2,0.15,0.686,0,0,0,0,0,0,0,0,333.994,70.416,17.643,3.616,0.934,3.096,0.527,0.515,2.952,0,0,0,0,0,0,0,0,0.649,0.26,0.114,0.04,0.013,0.116,0.049,0.108,0.836,0,0,0,0,0,0,0,0,8.765,2.862,1.089,0.33,0.119,0.58,0.162,0.27,2.387,0,0,0,0,0,0,0,0,6.774,2.754,1.293,0.478,0.203,1.196,0.426,0.926,10.277,0,0,0,0
"410",2019-11-14 14:26:16,35590,NA,1225,0,1,528,83,21,8,5,5,0,1,2,1,1,0,0,0,0,0,0,31.68,4.98,1.26,0.48,0.3,0.3,0,0.06,0.12,0.06,0.06,0,0,0,0,0,0,428.108,54.725,12,4,2.727,1.5,0,0.15,0.343,0.133,0.071,0,0,0,0,0,0,330.86,52.653,14.25,5.785,4.67,3.096,0,0.515,1.476,0.696,0.475,0,0,0,0,0,0,0.643,0.195,0.092,0.063,0.065,0.116,0,0.108,0.418,0.374,0.8,0,0,0,0,0,0,8.683,2.14,0.88,0.528,0.594,0.58,0,0.27,1.194,0.83,0.949,0,0,0,0,0,0,6.71,2.059,1.045,0.764,1.017,1.196,0,0.926,5.138,4.334,6.337,0,0
"411",2019-11-14 14:26:17,35591,NA,1226,0,1,549,106,16,10,7,4,2,3,3,1,2,0,0,0,0,0,0,32.94,6.36,0.96,0.6,0.42,0.24,0.12,0.18,0.18,0.06,0.12,0,0,0,0,0,0,445.135,69.89,9.143,5,3.818,1.2,0.4,0.45,0.514,0.133,0.142,0,0,0,0,0,0,344.02,67.244,10.857,7.231,6.538,2.477,1.053,1.545,2.214,0.696,0.951,0,0,0,0,0,0,0.668,0.249,0.07,0.079,0.091,0.093,0.097,0.324,0.627,0.374,1.599,0,0,0,0,0,0,9.028,2.733,0.67,0.661,0.831,0.464,0.324,0.809,1.79,0.83,1.897,0,0,0,0,0,0,6.977,2.63,0.796,0.955,1.423,0.957,0.853,2.779,7.708,4.334,12.674,0,0
"412",2019-11-14 14:26:18,35592,NA,1227,0,1,537,85,21,13,3,4,2,2,2,2,0,0,0,0,0,0,0,32.22,5.1,1.26,0.78,0.18,0.24,0.12,0.12,0.12,0.12,0,0,0,0,0,0,0,435.405,56.044,12,6.5,1.636,1.2,0.4,0.3,0.343,0.267,0,0,0,0,0,0,0,336.5,53.922,14.25,9.401,2.802,2.477,1.053,1.03,1.476,1.392,0,0,0,0,0,0,0,0.653,0.199,0.092,0.103,0.039,0.093,0.097,0.216,0.418,0.747,0,0,0,0,0,0,0,8.831,2.192,0.88,0.859,0.356,0.464,0.324,0.54,1.194,1.66,0,0,0,0,0,0,0,6.825,2.109,1.045,1.242,0.61,0.957,0.853,1.853,5.138,8.668,0,0,0
"413",2019-11-14 14:26:19,35593,NA,1228,0,1,530,96,29,9,2,2,0,1,2,0,0,0,0,0,0,0,0,31.8,5.76,1.74,0.54,0.12,0.12,0,0.06,0.12,0,0,0,0,0,0,0,0,429.73,63.297,16.571,4.5,1.091,0.6,0,0.15,0.343,0,0,0,0,0,0,0,0,332.114,60.9,19.678,6.508,1.868,1.238,0,0.515,1.476,0,0,0,0,0,0,0,0,0.645,0.225,0.128,0.071,0.026,0.046,0,0.108,0.418,0,0,0,0,0,0,0,0,8.715,2.475,1.215,0.595,0.237,0.232,0,0.27,1.194,0,0,0,0,0,0,0,0,6.736,2.382,1.443,0.86,0.407,0.478,0,0.926,5.138,0,0,0,0
"414",2019-11-14 14:26:20,35594,NA,1229,0,1,566,105,19,7,1,5,3,1,4,0,1,0,0,0,0,0,0,33.96,6.3,1.14,0.42,0.06,0.3,0.18,0.06,0.24,0,0.06,0,0,0,0,0,0,458.919,69.231,10.857,3.5,0.545,1.5,0.6,0.15,0.686,0,0.071,0,0,0,0,0,0,354.672,66.609,12.893,5.062,0.934,3.096,1.58,0.515,2.952,0,0.475,0,0,0,0,0,0,0.689,0.246,0.084,0.055,0.013,0.116,0.146,0.108,0.836,0,0.8,0,0,0,0,0,0,9.307,2.708,0.796,0.462,0.119,0.58,0.486,0.27,2.387,0,0.949,0,0,0,0,0,0,7.193,2.605,0.945,0.669,0.203,1.196,1.279,0.926,10.277,0,6.337,0,0
"415",2019-11-14 14:26:21,35595,NA,1230,0,1,541,105,21,13,7,3,1,2,1,1,0,0,1,0,0,0,0,32.46,6.3,1.26,0.78,0.42,0.18,0.06,0.12,0.06,0.06,0,0,0.06,0,0,0,0,438.649,69.231,12,6.5,3.818,0.9,0.2,0.3,0.171,0.133,0,0,0.059,0,0,0,0,339.007,66.609,14.25,9.401,6.538,1.857,0.527,1.03,0.738,0.696,0,0,0.63,0,0,0,0,0.658,0.246,0.092,0.103,0.091,0.07,0.049,0.216,0.209,0.374,0,0,3.242,0,0,0,0,8.896,2.708,0.88,0.859,0.831,0.348,0.162,0.54,0.597,0.83,0,0,3.178,0,0,0,0,6.875,2.605,1.045,1.242,1.423,0.718,0.426,1.853,2.569,4.334,0,0,34.056
"416",2019-11-14 14:26:22,35596,NA,1231,0,1,459,117,20,12,2,1,1,1,5,0,0,0,0,1,0,0,0,27.54,7.02,1.2,0.72,0.12,0.06,0.06,0.06,0.3,0,0,0,0,0.06,0,0,0,372.162,77.143,11.429,6,1.091,0.3,0.2,0.15,0.857,0,0,0,0,0.047,0,0,0,287.623,74.222,13.571,8.677,1.868,0.619,0.527,0.515,3.69,0,0,0,0,0.631,0,0,0,0.559,0.275,0.088,0.095,0.026,0.023,0.049,0.108,1.044,0,0,0,0,6.256,0,0,0,7.548,3.017,0.838,0.793,0.237,0.116,0.162,0.27,2.984,0,0,0,0,4.93,0,0,0,5.833,2.903,0.995,1.146,0.407,0.239,0.426,0.926,12.846,0,0,0,0
"417",2019-11-14 14:26:23,35597,NA,1232,0,1,515,94,16,9,6,6,1,1,2,2,0,0,0,0,0,0,0,30.9,5.64,0.96,0.54,0.36,0.36,0.06,0.06,0.12,0.12,0,0,0,0,0,0,0,417.568,61.978,9.143,4.5,3.273,1.8,0.2,0.15,0.343,0.267,0,0,0,0,0,0,0,322.714,59.631,10.857,6.508,5.604,3.715,0.527,0.515,1.476,1.392,0,0,0,0,0,0,0,0.627,0.221,0.07,0.071,0.078,0.139,0.049,0.108,0.418,0.747,0,0,0,0,0,0,0,8.469,2.424,0.67,0.595,0.712,0.696,0.162,0.27,1.194,1.66,0,0,0,0,0,0,0,6.545,2.332,0.796,0.86,1.22,1.435,0.426,0.926,5.138,8.668,0,0,0
"418",2019-11-14 14:26:24,35598,NA,1233,0,1,548,107,31,9,3,2,3,0,0,0,1,0,1,0,0,0,0,32.88,6.42,1.86,0.54,0.18,0.12,0.18,0,0,0,0.06,0,0.06,0,0,0,0,444.324,70.549,17.714,4.5,1.636,0.6,0.6,0,0,0,0.071,0,0.059,0,0,0,0,343.393,67.878,21.036,6.508,2.802,1.238,1.58,0,0,0,0.475,0,0.63,0,0,0,0,0.667,0.251,0.136,0.071,0.039,0.046,0.146,0,0,0,0.8,0,3.242,0,0,0,0,9.011,2.759,1.299,0.595,0.356,0.232,0.486,0,0,0,0.949,0,3.178,0,0,0,0,6.964,2.655,1.542,0.86,0.61,0.478,1.279,0,0,0,6.337,0,34.056
"419",2019-11-14 14:26:25,35599,NA,1234,0,1,563,109,24,10,2,6,2,1,0,1,0,0,0,0,0,0,0,33.78,6.54,1.44,0.6,0.12,0.36,0.12,0.06,0,0.06,0,0,0,0,0,0,0,456.487,71.868,13.714,5,1.091,1.8,0.4,0.15,0,0.133,0,0,0,0,0,0,0,352.792,69.147,16.286,7.231,1.868,3.715,1.053,0.515,0,0.696,0,0,0,0,0,0,0,0.685,0.256,0.106,0.079,0.026,0.139,0.097,0.108,0,0.374,0,0,0,0,0,0,0,9.258,2.811,1.005,0.661,0.237,0.696,0.324,0.27,0,0.83,0,0,0,0,0,0,0,7.155,2.704,1.194,0.955,0.407,1.435,0.853,0.926,0,4.334,0,0,0
"420",2019-11-14 14:26:26,35600,NA,1235,0,1,533,102,19,6,2,3,0,1,1,2,0,0,0,0,0,0,0,31.98,6.12,1.14,0.36,0.12,0.18,0,0.06,0.06,0.12,0,0,0,0,0,0,0,432.162,67.253,10.857,3,1.091,0.9,0,0.15,0.171,0.267,0,0,0,0,0,0,0,333.994,64.706,12.893,4.339,1.868,1.857,0,0.515,0.738,1.392,0,0,0,0,0,0,0,0.649,0.239,0.084,0.048,0.026,0.07,0,0.108,0.209,0.747,0,0,0,0,0,0,0,8.765,2.63,0.796,0.396,0.237,0.348,0,0.27,0.597,1.66,0,0,0,0,0,0,0,6.774,2.531,0.945,0.573,0.407,0.718,0,0.926,2.569,8.668,0,0,0
"421",2019-11-14 14:26:27,35601,NA,1236,0,1,547,98,15,11,4,3,1,1,2,0,0,0,0,0,1,0,0,32.82,5.88,0.9,0.66,0.24,0.18,0.06,0.06,0.12,0,0,0,0,0,0.06,0,0,443.513,64.615,8.571,5.5,2.182,0.9,0.2,0.15,0.343,0,0,0,0,0,0.038,0,0,342.766,62.169,10.178,7.954,3.736,1.857,0.527,0.515,1.476,0,0,0,0,0,0.631,0,0,0.666,0.23,0.066,0.087,0.052,0.07,0.049,0.108,0.418,0,0,0,0,0,12.069,0,0,8.995,2.527,0.628,0.727,0.475,0.348,0.162,0.27,1.194,0,0,0,0,0,7.639,0,0,6.952,2.431,0.746,1.051,0.813,0.718,0.426,0.926,5.138,0,0,0,0
"422",2019-11-14 14:26:28,35602,NA,1237,0,1,544,104,16,8,3,5,1,4,3,1,0,0,0,0,0,0,0,32.64,6.24,0.96,0.48,0.18,0.3,0.06,0.24,0.18,0.06,0,0,0,0,0,0,0,441.081,68.571,9.143,4,1.636,1.5,0.2,0.6,0.514,0.133,0,0,0,0,0,0,0,340.886,65.975,10.857,5.785,2.802,3.096,0.527,2.06,2.214,0.696,0,0,0,0,0,0,0,0.662,0.244,0.07,0.063,0.039,0.116,0.049,0.432,0.627,0.374,0,0,0,0,0,0,0,8.946,2.682,0.67,0.528,0.356,0.58,0.162,1.079,1.79,0.83,0,0,0,0,0,0,0,6.914,2.58,0.796,0.764,0.61,1.196,0.426,3.705,7.708,4.334,0,0,0
"423",2019-11-14 14:26:29,35603,NA,1238,0,1,502,95,23,7,6,1,4,6,1,0,0,0,1,0,0,0,0,30.12,5.7,1.38,0.42,0.36,0.06,0.24,0.36,0.06,0,0,0,0.06,0,0,0,0,407.027,62.637,13.143,3.5,3.273,0.3,0.8,0.9,0.171,0,0,0,0.059,0,0,0,0,314.568,60.266,15.607,5.062,5.604,0.619,2.106,3.09,0.738,0,0,0,0.63,0,0,0,0,0.611,0.223,0.101,0.055,0.078,0.023,0.194,0.647,0.209,0,0,0,3.242,0,0,0,0,8.255,2.45,0.964,0.462,0.712,0.116,0.648,1.619,0.597,0,0,0,3.178,0,0,0,0,6.38,2.357,1.144,0.669,1.22,0.239,1.706,5.558,2.569,0,0,0,34.056
"424",2019-11-14 14:26:30,35604,NA,1239,0,1,522,99,18,4,3,4,1,2,4,0,1,1,0,0,0,0,0,31.32,5.94,1.08,0.24,0.18,0.24,0.06,0.12,0.24,0,0.06,0.06,0,0,0,0,0,423.243,65.275,10.286,2,1.636,1.2,0.2,0.3,0.686,0,0.071,0.073,0,0,0,0,0,327.101,62.803,12.214,2.892,2.802,2.477,0.527,1.03,2.952,0,0.475,0.63,0,0,0,0,0,0.635,0.232,0.079,0.032,0.039,0.093,0.049,0.216,0.836,0,0.8,1.68,0,0,0,0,0,8.584,2.553,0.754,0.264,0.356,0.464,0.162,0.54,2.387,0,0.949,2.051,0,0,0,0,0,6.634,2.456,0.895,0.382,0.61,0.957,0.426,1.853,10.277,0,6.337,17.651,0
"425",2019-11-14 14:26:31,35605,NA,1240,0,1,511,90,14,2,8,4,4,4,4,1,0,1,0,0,0,0,0,30.66,5.4,0.84,0.12,0.48,0.24,0.24,0.24,0.24,0.06,0,0.06,0,0,0,0,0,414.324,59.341,8,1,4.364,1.2,0.8,0.6,0.686,0.133,0,0.073,0,0,0,0,0,320.208,57.094,9.5,1.446,7.472,2.477,2.106,2.06,2.952,0.696,0,0.63,0,0,0,0,0,0.622,0.211,0.062,0.016,0.104,0.093,0.194,0.432,0.836,0.374,0,1.68,0,0,0,0,0,8.403,2.321,0.586,0.132,0.95,0.464,0.648,1.079,2.387,0.83,0,2.051,0,0,0,0,0,6.494,2.233,0.696,0.191,1.627,0.957,1.706,3.705,10.277,4.334,0,17.651,0
"426",2019-11-14 14:26:32,35606,NA,1241,0,1,517,111,18,7,4,3,3,1,2,0,1,0,0,0,0,0,0,31.02,6.66,1.08,0.42,0.24,0.18,0.18,0.06,0.12,0,0.06,0,0,0,0,0,0,419.189,73.187,10.286,3.5,2.182,0.9,0.6,0.15,0.343,0,0.071,0,0,0,0,0,0,323.967,70.416,12.214,5.062,3.736,1.857,1.58,0.515,1.476,0,0.475,0,0,0,0,0,0,0.629,0.26,0.079,0.055,0.052,0.07,0.146,0.108,0.418,0,0.8,0,0,0,0,0,0,8.502,2.862,0.754,0.462,0.475,0.348,0.486,0.27,1.194,0,0.949,0,0,0,0,0,0,6.57,2.754,0.895,0.669,0.813,0.718,1.279,0.926,5.138,0,6.337,0,0
"427",2019-11-14 14:26:33,35607,NA,1242,0,1,516,87,27,11,9,5,2,1,4,0,1,0,0,0,0,0,0,30.96,5.22,1.62,0.66,0.54,0.3,0.12,0.06,0.24,0,0.06,0,0,0,0,0,0,418.378,57.363,15.429,5.5,4.909,1.5,0.4,0.15,0.686,0,0.071,0,0,0,0,0,0,323.341,55.191,18.321,7.954,8.406,3.096,1.053,0.515,2.952,0,0.475,0,0,0,0,0,0,0.628,0.204,0.119,0.087,0.118,0.116,0.097,0.108,0.836,0,0.8,0,0,0,0,0,0,8.485,2.243,1.131,0.727,1.069,0.58,0.324,0.27,2.387,0,0.949,0,0,0,0,0,0,6.558,2.158,1.343,1.051,1.83,1.196,0.853,0.926,10.277,0,6.337,0,0
"428",2019-11-14 14:26:34,35608,NA,1243,0,1,537,98,13,13,4,7,3,3,3,0,0,0,0,0,0,0,0,32.22,5.88,0.78,0.78,0.24,0.42,0.18,0.18,0.18,0,0,0,0,0,0,0,0,435.405,64.615,7.429,6.5,2.182,2.1,0.6,0.45,0.514,0,0,0,0,0,0,0,0,336.5,62.169,8.821,9.401,3.736,4.334,1.58,1.545,2.214,0,0,0,0,0,0,0,0,0.653,0.23,0.057,0.103,0.052,0.162,0.146,0.324,0.627,0,0,0,0,0,0,0,0,8.831,2.527,0.545,0.859,0.475,0.811,0.486,0.809,1.79,0,0,0,0,0,0,0,0,6.825,2.431,0.647,1.242,0.813,1.675,1.279,2.779,7.708,0,0,0,0
"429",2019-11-14 14:26:35,35609,NA,1244,0,1,485,110,19,10,3,5,0,1,4,1,0,0,0,0,0,0,0,29.1,6.6,1.14,0.6,0.18,0.3,0,0.06,0.24,0.06,0,0,0,0,0,0,0,393.243,72.527,10.857,5,1.636,1.5,0,0.15,0.686,0.133,0,0,0,0,0,0,0,303.915,69.781,12.893,7.231,2.802,3.096,0,0.515,2.952,0.696,0,0,0,0,0,0,0,0.59,0.258,0.084,0.079,0.039,0.116,0,0.108,0.836,0.374,0,0,0,0,0,0,0,7.975,2.836,0.796,0.661,0.356,0.58,0,0.27,2.387,0.83,0,0,0,0,0,0,0,6.164,2.729,0.945,0.955,0.61,1.196,0,0.926,10.277,4.334,0,0,0
"430",2019-11-14 14:26:36,35610,NA,1245,0,1,547,90,17,5,1,4,2,2,5,0,0,0,0,0,0,0,0,32.82,5.4,1.02,0.3,0.06,0.24,0.12,0.12,0.3,0,0,0,0,0,0,0,0,443.513,59.341,9.714,2.5,0.545,1.2,0.4,0.3,0.857,0,0,0,0,0,0,0,0,342.766,57.094,11.536,3.616,0.934,2.477,1.053,1.03,3.69,0,0,0,0,0,0,0,0,0.666,0.211,0.075,0.04,0.013,0.093,0.097,0.216,1.044,0,0,0,0,0,0,0,0,8.995,2.321,0.712,0.33,0.119,0.464,0.324,0.54,2.984,0,0,0,0,0,0,0,0,6.952,2.233,0.846,0.478,0.203,0.957,0.853,1.853,12.846,0,0,0,0
"431",2019-11-14 14:26:37,35611,NA,1246,0,1,558,96,22,10,7,4,1,0,2,0,2,0,0,0,0,0,0,33.48,5.76,1.32,0.6,0.42,0.24,0.06,0,0.12,0,0.12,0,0,0,0,0,0,452.432,63.297,12.571,5,3.818,1.2,0.2,0,0.343,0,0.142,0,0,0,0,0,0,349.659,60.9,14.928,7.231,6.538,2.477,0.527,0,1.476,0,0.951,0,0,0,0,0,0,0.679,0.225,0.097,0.079,0.091,0.093,0.049,0,0.418,0,1.599,0,0,0,0,0,0,9.176,2.475,0.922,0.661,0.831,0.464,0.162,0,1.194,0,1.897,0,0,0,0,0,0,7.091,2.382,1.094,0.955,1.423,0.957,0.426,0,5.138,0,12.674,0,0
"432",2019-11-14 14:26:38,35612,NA,1247,0,1,503,77,19,9,4,4,3,1,4,1,0,0,0,0,0,0,0,30.18,4.62,1.14,0.54,0.24,0.24,0.18,0.06,0.24,0.06,0,0,0,0,0,0,0,407.838,50.769,10.857,4.5,2.182,1.2,0.6,0.15,0.686,0.133,0,0,0,0,0,0,0,315.195,48.847,12.893,6.508,3.736,2.477,1.58,0.515,2.952,0.696,0,0,0,0,0,0,0,0.612,0.181,0.084,0.071,0.052,0.093,0.146,0.108,0.836,0.374,0,0,0,0,0,0,0,8.271,1.986,0.796,0.595,0.475,0.464,0.486,0.27,2.387,0.83,0,0,0,0,0,0,0,6.393,1.91,0.945,0.86,0.813,0.957,1.279,0.926,10.277,4.334,0,0,0
"433",2019-11-14 14:26:39,35613,NA,1248,0,1,490,98,25,8,3,6,3,1,2,0,0,0,1,0,0,0,0,29.4,5.88,1.5,0.48,0.18,0.36,0.18,0.06,0.12,0,0,0,0.06,0,0,0,0,397.297,64.615,14.286,4,1.636,1.8,0.6,0.15,0.343,0,0,0,0.059,0,0,0,0,307.049,62.169,16.964,5.785,2.802,3.715,1.58,0.515,1.476,0,0,0,0.63,0,0,0,0,0.596,0.23,0.11,0.063,0.039,0.139,0.146,0.108,0.418,0,0,0,3.242,0,0,0,0,8.058,2.527,1.047,0.528,0.356,0.696,0.486,0.27,1.194,0,0,0,3.178,0,0,0,0,6.227,2.431,1.244,0.764,0.61,1.435,1.279,0.926,5.138,0,0,0,34.056
"434",2019-11-14 14:26:40,35614,NA,1249,0,1,518,105,25,9,3,8,2,2,4,1,0,0,0,1,0,0,0,31.08,6.3,1.5,0.54,0.18,0.48,0.12,0.12,0.24,0.06,0,0,0,0.06,0,0,0,420,69.231,14.286,4.5,1.636,2.4,0.4,0.3,0.686,0.133,0,0,0,0.047,0,0,0,324.594,66.609,16.964,6.508,2.802,4.953,1.053,1.03,2.952,0.696,0,0,0,0.631,0,0,0,0.63,0.246,0.11,0.071,0.039,0.185,0.097,0.216,0.836,0.374,0,0,0,6.256,0,0,0,8.518,2.708,1.047,0.595,0.356,0.927,0.324,0.54,2.387,0.83,0,0,0,4.93,0,0,0,6.583,2.605,1.244,0.86,0.61,1.914,0.853,1.853,10.277,4.334,0,0,0
"435",2019-11-14 14:26:41,35615,NA,1250,0,1,524,116,19,11,7,2,1,2,2,0,1,1,0,0,0,0,0,31.44,6.96,1.14,0.66,0.42,0.12,0.06,0.12,0.12,0,0.06,0.06,0,0,0,0,0,424.865,76.484,10.857,5.5,3.818,0.6,0.2,0.3,0.343,0,0.071,0.073,0,0,0,0,0,328.354,73.587,12.893,7.954,6.538,1.238,0.527,1.03,1.476,0,0.475,0.63,0,0,0,0,0,0.638,0.272,0.084,0.087,0.091,0.046,0.049,0.216,0.418,0,0.8,1.68,0,0,0,0,0,8.617,2.991,0.796,0.727,0.831,0.232,0.162,0.54,1.194,0,0.949,2.051,0,0,0,0,0,6.659,2.878,0.945,1.051,1.423,0.478,0.426,1.853,5.138,0,6.337,17.651,0
